0.300,0.600,0.100,0.3,0.6,0.1
0.365,0.529,0.060,0.3,0.6,0.1
0.311,0.660,0.268,0.3,0.6,0.1
0.343,0.641,0.271,0.3,0.6,0.1
0.238,0.646,0.147,0.3,0.6,0.1
0.285,0.588,0.258,0.3,0.6,0.1
0.161,0.617,0.087,0.3,0.6,0.1
0.296,0.766,0.166,0.3,0.6,0.1
0.316,0.703,0.192,0.3,0.6,0.1
0.284,0.683,0.070,0.3,0.6,0.1
0.412,0.389,0.163,0.3,0.1,0.6
0.381,0.284,0.388,0.3,0.1,0.6
0.436,0.150,0.472,0.3,0.1,0.6
0.401,0.063,0.680,0.3,0.1,0.6
0.404,0.093,0.656,0.3,0.1,0.6
0.454,0.109,0.653,0.3,0.1,0.6
0.353,0.237,0.736,0.3,0.1,0.6
0.351,0.303,0.684,0.3,0.1,0.6
0.126,0.329,0.686,0.3,0.1,0.6
0.081,0.194,0.760,0.3,0.1,0.6
0.210,0.072,0.736,0.3,0.1,0.6
0.272,0.186,0.637,0.3,0.1,0.6
0.210,0.161,0.605,0.3,0.1,0.6
0.118,0.095,0.677,0.3,0.1,0.6
0.245,0.071,0.642,0.3,0.1,0.6
0.415,0.096,0.508,0.3,0.1,0.6
0.240,0.083,0.438,0.3,0.1,0.6
0.365,0.063,0.516,0.3,0.1,0.6
0.324,0.268,0.488,0.3,0.1,0.6
0.182,0.355,0.467,0.3,0.1,0.6
0.170,0.290,0.602,0.3,0.1,0.6
0.232,0.258,0.611,0.3,0.1,0.6
0.385,0.282,0.647,0.3,0.1,0.6
0.269,0.123,0.716,0.3,0.1,0.6
0.359,0.115,0.722,0.3,0.1,0.6
0.273,0.236,0.672,0.3,0.1,0.6
0.326,0.268,0.646,0.3,0.1,0.6
0.323,0.149,0.617,0.3,0.1,0.6
0.265,0.142,0.397,0.3,0.1,0.6
0.340,0.104,0.402,0.3,0.1,0.6
0.579,0.145,0.304,0.6,0.3,0.1
0.539,0.056,0.199,0.6,0.3,0.1
0.512,0.230,0.105,0.6,0.3,0.1
0.623,0.199,0.140,0.6,0.3,0.1
0.655,0.227,0.081,0.6,0.3,0.1
0.713,0.301,0.186,0.6,0.3,0.1
0.675,0.214,0.181,0.6,0.3,0.1
0.579,0.338,0.084,0.6,0.3,0.1
0.590,0.238,0.250,0.6,0.3,0.1
0.464,0.105,0.287,0.6,0.3,0.1
0.474,0.176,0.215,0.6,0.3,0.1
0.670,0.130,0.175,0.6,0.3,0.1
0.640,0.211,0.101,0.6,0.3,0.1
0.663,0.141,0.071,0.6,0.3,0.1
0.604,0.294,0.091,0.6,0.3,0.1
0.553,0.153,0.200,0.6,0.3,0.1
0.457,0.266,0.178,0.6,0.3,0.1
0.532,0.409,0.056,0.6,0.3,0.1
0.722,0.438,0.230,0.6,0.3,0.1
0.601,0.265,0.088,0.6,0.3,0.1
0.672,0.362,0.184,0.6,0.3,0.1
0.755,0.469,0.377,0.6,0.3,0.1
0.679,0.420,0.312,0.6,0.3,0.1
0.675,0.374,0.202,0.6,0.3,0.1
0.644,0.370,0.122,0.6,0.3,0.1
0.737,0.414,0.077,0.6,0.3,0.1
0.579,0.473,0.076,0.6,0.3,0.1
0.587,0.391,0.069,0.6,0.3,0.1
0.635,0.459,0.102,0.6,0.3,0.1
0.398,0.420,0.233,0.6,0.3,0.1
0.229,0.529,0.354,0.1,0.3,0.6
0.323,0.466,0.456,0.1,0.3,0.6
0.250,0.313,0.688,0.1,0.3,0.6
0.175,0.195,0.649,0.1,0.3,0.6
0.212,0.227,0.740,0.1,0.3,0.6
0.181,0.207,0.663,0.1,0.3,0.6
0.161,0.292,0.596,0.1,0.3,0.6
0.185,0.277,0.528,0.1,0.3,0.6
0.182,0.312,0.436,0.1,0.3,0.6
0.155,0.299,0.490,0.1,0.3,0.6
0.059,0.277,0.544,0.1,0.3,0.6
0.245,0.192,0.586,0.1,0.3,0.6
0.108,0.354,0.765,0.1,0.3,0.6
0.189,0.377,0.795,0.1,0.3,0.6
0.182,0.357,0.708,0.1,0.3,0.6
0.194,0.360,0.562,0.1,0.3,0.6
0.272,0.393,0.453,0.1,0.3,0.6
0.216,0.413,0.672,0.1,0.3,0.6
0.193,0.376,0.669,0.1,0.3,0.6
0.076,0.261,0.794,0.1,0.3,0.6
0.130,0.337,0.785,0.1,0.3,0.6
0.144,0.353,0.785,0.1,0.3,0.6
0.179,0.318,0.668,0.1,0.3,0.6
0.138,0.279,0.823,0.1,0.3,0.6
0.082,0.279,0.656,0.1,0.3,0.6
0.148,0.167,0.657,0.1,0.3,0.6
0.111,0.095,0.690,0.1,0.3,0.6
0.310,0.103,0.519,0.1,0.3,0.6
0.363,0.181,0.592,0.1,0.3,0.6
0.121,0.221,0.518,0.1,0.3,0.6
0.085,0.360,0.401,0.1,0.6,0.3
0.112,0.606,0.347,0.1,0.6,0.3
0.064,0.622,0.169,0.1,0.6,0.3
0.106,0.583,0.082,0.1,0.6,0.3
0.127,0.705,0.068,0.1,0.6,0.3
0.197,0.557,0.320,0.1,0.6,0.3
0.149,0.678,0.248,0.1,0.6,0.3
0.071,0.705,0.295,0.1,0.6,0.3
0.086,0.722,0.320,0.1,0.6,0.3
0.091,0.632,0.375,0.1,0.6,0.3
0.175,0.628,0.349,0.1,0.6,0.3
0.324,0.655,0.394,0.1,0.6,0.3
0.234,0.684,0.449,0.1,0.6,0.3
0.204,0.643,0.325,0.1,0.6,0.3
0.243,0.463,0.190,0.1,0.6,0.3
0.201,0.422,0.269,0.1,0.6,0.3
0.166,0.561,0.324,0.1,0.6,0.3
0.159,0.591,0.296,0.1,0.6,0.3
0.185,0.494,0.254,0.1,0.6,0.3
0.123,0.599,0.191,0.1,0.6,0.3
0.154,0.520,0.211,0.1,0.6,0.3
0.159,0.646,0.249,0.1,0.6,0.3
0.160,0.597,0.229,0.1,0.6,0.3
0.177,0.562,0.280,0.1,0.6,0.3
0.104,0.527,0.135,0.1,0.6,0.3
0.160,0.633,0.218,0.1,0.6,0.3
0.186,0.707,0.287,0.1,0.6,0.3
0.222,0.616,0.239,0.1,0.6,0.3
0.318,0.677,0.271,0.1,0.6,0.3
0.264,0.589,0.241,0.1,0.6,0.3
0.484,0.546,0.195,0.6,0.3,0.1
0.540,0.413,0.260,0.6,0.3,0.1
0.596,0.362,0.338,0.6,0.3,0.1
0.700,0.387,0.210,0.6,0.3,0.1
0.664,0.179,0.112,0.6,0.3,0.1
0.713,0.110,0.186,0.6,0.3,0.1
0.718,0.066,0.212,0.6,0.3,0.1
0.650,0.271,0.216,0.6,0.3,0.1
0.673,0.312,0.222,0.6,0.3,0.1
0.670,0.271,0.179,0.6,0.3,0.1
0.672,0.320,0.244,0.6,0.3,0.1
0.643,0.293,0.108,0.6,0.3,0.1
