0.300,0.100,0.600,0.3,0.1,0.6
0.468,0.081,0.448,0.3,0.1,0.6
0.361,0.135,0.449,0.3,0.1,0.6
0.247,0.055,0.348,0.3,0.1,0.6
0.337,0.128,0.366,0.3,0.1,0.6
0.207,0.230,0.510,0.3,0.1,0.6
0.164,0.228,0.460,0.3,0.1,0.6
0.320,0.299,0.449,0.3,0.1,0.6
0.235,0.288,0.477,0.3,0.1,0.6
0.258,0.283,0.555,0.3,0.1,0.6
0.358,0.184,0.326,0.6,0.3,0.1
0.469,0.243,0.262,0.6,0.3,0.1
0.508,0.267,0.104,0.6,0.3,0.1
0.536,0.414,0.096,0.6,0.3,0.1
0.598,0.368,0.224,0.6,0.3,0.1
0.598,0.389,0.052,0.6,0.3,0.1
0.661,0.317,0.093,0.6,0.3,0.1
0.581,0.342,0.112,0.6,0.3,0.1
0.652,0.260,0.179,0.6,0.3,0.1
0.554,0.269,0.154,0.6,0.3,0.1
0.671,0.365,0.303,0.6,0.3,0.1
0.697,0.274,0.214,0.6,0.3,0.1
0.620,0.374,0.127,0.6,0.3,0.1
0.486,0.425,0.108,0.6,0.3,0.1
0.569,0.256,0.145,0.6,0.3,0.1
0.550,0.248,0.246,0.6,0.3,0.1
0.606,0.269,0.250,0.6,0.3,0.1
0.613,0.266,0.237,0.6,0.3,0.1
0.626,0.316,0.126,0.6,0.3,0.1
0.647,0.395,0.161,0.6,0.3,0.1
0.630,0.356,0.186,0.6,0.3,0.1
0.591,0.382,0.094,0.6,0.3,0.1
0.590,0.412,0.106,0.6,0.3,0.1
0.635,0.349,0.081,0.6,0.3,0.1
0.555,0.293,0.061,0.6,0.3,0.1
0.560,0.077,0.126,0.6,0.3,0.1
0.499,0.203,0.095,0.6,0.3,0.1
0.507,0.155,0.120,0.6,0.3,0.1
0.494,0.160,0.120,0.6,0.3,0.1
0.570,0.271,0.052,0.6,0.3,0.1
0.588,0.218,0.120,0.3,0.1,0.6
0.567,0.079,0.247,0.3,0.1,0.6
0.297,0.055,0.264,0.3,0.1,0.6
0.293,0.068,0.383,0.3,0.1,0.6
0.250,0.072,0.454,0.3,0.1,0.6
0.243,0.176,0.714,0.3,0.1,0.6
0.267,0.116,0.658,0.3,0.1,0.6
0.268,0.248,0.604,0.3,0.1,0.6
0.314,0.332,0.589,0.3,0.1,0.6
0.287,0.310,0.595,0.3,0.1,0.6
0.318,0.176,0.563,0.3,0.1,0.6
0.318,0.050,0.614,0.3,0.1,0.6
0.244,0.078,0.524,0.3,0.1,0.6
0.184,0.086,0.539,0.3,0.1,0.6
0.277,0.297,0.519,0.3,0.1,0.6
0.252,0.177,0.357,0.3,0.1,0.6
0.265,0.139,0.477,0.3,0.1,0.6
0.239,0.077,0.531,0.3,0.1,0.6
0.253,0.065,0.522,0.3,0.1,0.6
0.191,0.063,0.400,0.3,0.1,0.6
0.221,0.119,0.366,0.3,0.1,0.6
0.270,0.117,0.384,0.3,0.1,0.6
0.313,0.253,0.409,0.3,0.1,0.6
0.185,0.219,0.570,0.3,0.1,0.6
0.110,0.177,0.546,0.3,0.1,0.6
0.078,0.067,0.646,0.3,0.1,0.6
0.100,0.162,0.559,0.3,0.1,0.6
0.162,0.098,0.515,0.3,0.1,0.6
0.165,0.217,0.559,0.3,0.1,0.6
0.374,0.209,0.635,0.3,0.1,0.6
0.346,0.342,0.395,0.3,0.6,0.1
0.463,0.475,0.335,0.3,0.6,0.1
0.371,0.637,0.112,0.3,0.6,0.1
0.149,0.621,0.105,0.3,0.6,0.1
0.263,0.545,0.137,0.3,0.6,0.1
0.266,0.530,0.120,0.3,0.6,0.1
0.242,0.584,0.270,0.3,0.6,0.1
0.305,0.508,0.284,0.3,0.6,0.1
0.332,0.514,0.294,0.3,0.6,0.1
0.274,0.449,0.144,0.3,0.6,0.1
0.303,0.538,0.093,0.3,0.6,0.1
0.324,0.479,0.095,0.3,0.6,0.1
0.429,0.514,0.183,0.3,0.6,0.1
0.340,0.510,0.108,0.3,0.6,0.1
0.324,0.538,0.210,0.3,0.6,0.1
0.254,0.581,0.217,0.3,0.6,0.1
0.126,0.643,0.170,0.3,0.6,0.1
0.312,0.663,0.115,0.3,0.6,0.1
0.313,0.761,0.142,0.3,0.6,0.1
0.355,0.804,0.084,0.3,0.6,0.1
0.385,0.760,0.119,0.3,0.6,0.1
0.355,0.749,0.138,0.3,0.6,0.1
0.386,0.777,0.101,0.3,0.6,0.1
0.286,0.633,0.099,0.3,0.6,0.1
0.217,0.695,0.121,0.3,0.6,0.1
0.226,0.622,0.060,0.3,0.6,0.1
0.177,0.616,0.093,0.3,0.6,0.1
0.196,0.529,0.060,0.3,0.6,0.1
0.342,0.513,0.103,0.3,0.6,0.1
0.406,0.425,0.242,0.3,0.6,0.1
0.473,0.166,0.289,0.6,0.1,0.3
0.557,0.205,0.257,0.6,0.1,0.3
0.519,0.096,0.433,0.6,0.1,0.3
0.494,0.107,0.458,0.6,0.1,0.3
0.456,0.078,0.517,0.6,0.1,0.3
0.421,0.119,0.438,0.6,0.1,0.3
0.500,0.101,0.371,0.6,0.1,0.3
0.521,0.188,0.398,0.6,0.1,0.3
0.677,0.100,0.285,0.6,0.1,0.3
0.792,0.224,0.117,0.6,0.1,0.3
0.832,0.159,0.051,0.6,0.1,0.3
0.707,0.132,0.112,0.6,0.1,0.3
0.622,0.073,0.109,0.6,0.1,0.3
0.491,0.162,0.161,0.6,0.1,0.3
0.597,0.121,0.252,0.6,0.1,0.3
0.676,0.118,0.160,0.6,0.1,0.3
0.572,0.190,0.246,0.6,0.1,0.3
0.571,0.213,0.158,0.6,0.1,0.3
0.643,0.327,0.179,0.6,0.1,0.3
0.503,0.212,0.064,0.6,0.1,0.3
0.486,0.076,0.080,0.6,0.1,0.3
0.547,0.059,0.105,0.6,0.1,0.3
0.636,0.185,0.069,0.6,0.1,0.3
0.651,0.130,0.131,0.6,0.1,0.3
0.761,0.106,0.128,0.6,0.1,0.3
0.667,0.142,0.288,0.6,0.1,0.3
0.641,0.075,0.275,0.6,0.1,0.3
0.532,0.163,0.239,0.6,0.1,0.3
0.582,0.142,0.272,0.6,0.1,0.3
0.475,0.129,0.358,0.6,0.1,0.3
