0.300,0.100,0.600,0.3,0.1,0.6
0.325,0.131,0.553,0.3,0.1,0.6
0.337,0.258,0.700,0.3,0.1,0.6
0.294,0.129,0.669,0.3,0.1,0.6
0.200,0.057,0.646,0.3,0.1,0.6
0.249,0.069,0.778,0.3,0.1,0.6
0.247,0.084,0.686,0.3,0.1,0.6
0.420,0.107,0.707,0.3,0.1,0.6
0.310,0.089,0.634,0.3,0.1,0.6
0.443,0.111,0.680,0.3,0.1,0.6
0.694,0.074,0.428,0.6,0.3,0.1
0.683,0.196,0.305,0.6,0.3,0.1
0.682,0.261,0.292,0.6,0.3,0.1
0.763,0.340,0.353,0.6,0.3,0.1
0.831,0.288,0.260,0.6,0.3,0.1
0.760,0.309,0.137,0.6,0.3,0.1
0.596,0.178,0.091,0.6,0.3,0.1
0.613,0.239,0.063,0.6,0.3,0.1
0.544,0.324,0.059,0.6,0.3,0.1
0.714,0.377,0.061,0.6,0.3,0.1
0.781,0.458,0.115,0.6,0.3,0.1
0.840,0.479,0.160,0.6,0.3,0.1
0.839,0.265,0.088,0.6,0.3,0.1
0.845,0.207,0.074,0.6,0.3,0.1
0.661,0.250,0.092,0.6,0.3,0.1
0.657,0.312,0.192,0.6,0.3,0.1
0.759,0.452,0.145,0.6,0.3,0.1
0.609,0.409,0.167,0.6,0.3,0.1
0.648,0.364,0.055,0.6,0.3,0.1
0.555,0.280,0.093,0.6,0.3,0.1
0.542,0.300,0.142,0.6,0.3,0.1
0.461,0.369,0.057,0.6,0.3,0.1
0.507,0.505,0.135,0.6,0.3,0.1
0.731,0.353,0.112,0.6,0.3,0.1
0.790,0.256,0.142,0.6,0.3,0.1
0.742,0.266,0.055,0.6,0.3,0.1
0.739,0.380,0.145,0.6,0.3,0.1
0.659,0.384,0.072,0.6,0.3,0.1
0.646,0.317,0.066,0.6,0.3,0.1
0.724,0.300,0.129,0.6,0.3,0.1
0.371,0.426,0.319,0.1,0.6,0.3
0.253,0.435,0.244,0.1,0.6,0.3
0.163,0.644,0.307,0.1,0.6,0.3
0.104,0.564,0.320,0.1,0.6,0.3
0.095,0.592,0.135,0.1,0.6,0.3
0.129,0.522,0.304,0.1,0.6,0.3
0.075,0.500,0.328,0.1,0.6,0.3
0.108,0.517,0.387,0.1,0.6,0.3
0.157,0.735,0.414,0.1,0.6,0.3
0.252,0.790,0.421,0.1,0.6,0.3
0.257,0.763,0.381,0.1,0.6,0.3
0.164,0.835,0.310,0.1,0.6,0.3
0.112,0.669,0.327,0.1,0.6,0.3
0.087,0.684,0.315,0.1,0.6,0.3
0.127,0.722,0.352,0.1,0.6,0.3
0.135,0.723,0.282,0.1,0.6,0.3
0.182,0.602,0.324,0.1,0.6,0.3
0.243,0.673,0.378,0.1,0.6,0.3
0.209,0.599,0.470,0.1,0.6,0.3
0.093,0.594,0.223,0.1,0.6,0.3
0.107,0.628,0.097,0.1,0.6,0.3
0.186,0.702,0.152,0.1,0.6,0.3
0.173,0.636,0.265,0.1,0.6,0.3
0.057,0.562,0.098,0.1,0.6,0.3
0.070,0.518,0.235,0.1,0.6,0.3
0.123,0.545,0.087,0.1,0.6,0.3
0.171,0.466,0.085,0.1,0.6,0.3
0.156,0.521,0.097,0.1,0.6,0.3
0.248,0.517,0.142,0.1,0.6,0.3
0.329,0.609,0.163,0.1,0.6,0.3
0.326,0.453,0.302,0.3,0.1,0.6
0.375,0.251,0.579,0.3,0.1,0.6
0.444,0.218,0.683,0.3,0.1,0.6
0.431,0.054,0.607,0.3,0.1,0.6
0.213,0.092,0.504,0.3,0.1,0.6
0.281,0.068,0.671,0.3,0.1,0.6
0.148,0.134,0.645,0.3,0.1,0.6
0.190,0.160,0.626,0.3,0.1,0.6
0.336,0.197,0.587,0.3,0.1,0.6
0.327,0.095,0.604,0.3,0.1,0.6
0.269,0.150,0.732,0.3,0.1,0.6
0.166,0.222,0.666,0.3,0.1,0.6
0.177,0.085,0.605,0.3,0.1,0.6
0.234,0.086,0.531,0.3,0.1,0.6
0.399,0.060,0.615,0.3,0.1,0.6
0.297,0.132,0.631,0.3,0.1,0.6
0.315,0.249,0.609,0.3,0.1,0.6
0.495,0.202,0.782,0.3,0.1,0.6
0.376,0.162,0.712,0.3,0.1,0.6
0.372,0.115,0.740,0.3,0.1,0.6
0.397,0.050,0.739,0.3,0.1,0.6
0.399,0.157,0.786,0.3,0.1,0.6
0.370,0.052,0.872,0.3,0.1,0.6
0.371,0.050,0.776,0.3,0.1,0.6
0.392,0.123,0.635,0.3,0.1,0.6
0.374,0.116,0.495,0.3,0.1,0.6
0.415,0.241,0.611,0.3,0.1,0.6
0.375,0.234,0.595,0.3,0.1,0.6
0.237,0.245,0.579,0.3,0.1,0.6
0.336,0.335,0.697,0.3,0.1,0.6
0.248,0.411,0.591,0.1,0.6,0.3
0.187,0.342,0.485,0.1,0.6,0.3
0.136,0.483,0.421,0.1,0.6,0.3
0.151,0.451,0.249,0.1,0.6,0.3
0.093,0.654,0.364,0.1,0.6,0.3
0.155,0.728,0.334,0.1,0.6,0.3
0.168,0.738,0.311,0.1,0.6,0.3
0.148,0.565,0.380,0.1,0.6,0.3
0.122,0.555,0.355,0.1,0.6,0.3
0.067,0.554,0.395,0.1,0.6,0.3
0.095,0.526,0.424,0.1,0.6,0.3
0.155,0.513,0.470,0.1,0.6,0.3
0.241,0.480,0.272,0.1,0.6,0.3
0.063,0.594,0.403,0.1,0.6,0.3
0.120,0.564,0.239,0.1,0.6,0.3
0.073,0.623,0.192,0.1,0.6,0.3
0.069,0.663,0.179,0.1,0.6,0.3
0.116,0.773,0.231,0.1,0.6,0.3
0.151,0.703,0.324,0.1,0.6,0.3
0.212,0.801,0.210,0.1,0.6,0.3
0.168,0.898,0.293,0.1,0.6,0.3
0.109,0.908,0.372,0.1,0.6,0.3
0.157,0.822,0.417,0.1,0.6,0.3
0.138,0.732,0.354,0.1,0.6,0.3
0.138,0.625,0.326,0.1,0.6,0.3
0.207,0.697,0.279,0.1,0.6,0.3
0.143,0.791,0.342,0.1,0.6,0.3
0.182,0.680,0.332,0.1,0.6,0.3
0.146,0.676,0.268,0.1,0.6,0.3
0.050,0.670,0.345,0.1,0.6,0.3
0.175,0.420,0.359,0.6,0.1,0.3
