Bandit_1,Bandit_2,Bandit_3,Bandit_1_scaled,Bandit_2_scaled,Bandit_3_scaled
0.6,0.3,0.1,0.6,0.3,0.1
0.5489832334232471,0.4540394136391953,0.09492021616422629,0.6,0.3,0.1
0.5880835662969599,0.42539560878241495,0.16304636930606775,0.6,0.3,0.1
0.5019408771248919,0.4072906609820823,0.10968216715222007,0.6,0.3,0.1
0.4802363745887654,0.17938220903885393,0.11698174582484727,0.6,0.3,0.1
0.5461988634524855,0.18553226795331526,0.2523976489763405,0.6,0.1,0.3
0.5237257243432457,0.2565804102052923,0.22555752926472597,0.6,0.3,0.1
0.6703029371210515,0.11341184230483191,0.24442008474902138,0.6,0.1,0.3
0.5273836839936226,0.22846312687236686,0.16129490637581456,0.6,0.3,0.1
0.4538091870366104,0.1996889488857452,0.0678814119873077,0.6,0.3,0.1
0.39919067407779724,0.2360361359126377,0.09338747009241619,0.6,0.3,0.1
0.48594876618166566,0.22705891100962036,0.1676899359683307,0.6,0.3,0.1
0.4933018742530116,0.20377758448977865,0.2018693414167621,0.6,0.3,0.1
0.54390802090545,0.1288129439013301,0.17649757536310187,0.6,0.1,0.3
0.6146694318551684,0.1960482258429075,0.1537925981704161,0.6,0.3,0.1
0.7084090972449677,0.06346512826698646,0.12464153511185838,0.6,0.1,0.3
0.6445109687362297,0.22484006070642212,0.06096905191191436,0.6,0.3,0.1
0.5862147620296592,0.2705720181256172,0.10224987511751156,0.6,0.3,0.1
0.5700907095898005,0.2945025526266909,0.1673956184432266,0.6,0.3,0.1
0.4751625756807909,0.18367490307338813,0.08923882596168747,0.6,0.3,0.1
0.39357783450823114,0.21347697732956458,0.1144229444381184,0.6,0.3,0.1
0.665059196005224,0.09710881092605696,0.13296947870745915,0.6,0.1,0.3
0.6449943670955233,0.22803192799335514,0.09641874087215252,0.6,0.3,0.1
0.695744612290911,0.05992781636850374,0.20057597888092624,0.6,0.1,0.3
0.6360209793474381,0.18624651875791975,0.29864563176570563,0.6,0.1,0.3
0.5664487206904288,0.3732203930633688,0.19726352776718215,0.6,0.3,0.1
0.5855520129698142,0.3953774077699244,0.07891400165969445,0.6,0.3,0.1
0.5303246718701644,0.3917161254256298,0.13438412015008214,0.6,0.3,0.1
0.4640036118485817,0.39521190129591377,0.3446802984774685,0.6,0.3,0.1
0.5551862086239033,0.4258039540548503,0.2290365117403176,0.6,0.3,0.1
0.5446731359185395,0.40904961262077544,0.17310628567787695,0.6,0.3,0.1
0.5630320494067821,0.44206466265486494,0.09943351298572099,0.6,0.3,0.1
0.5489182667756827,0.39035375332261674,0.0545334325904554,0.6,0.3,0.1
0.5248724576143696,0.31428135429640164,0.20723156470891443,0.6,0.3,0.1
0.6787391735397958,0.2506859550004991,0.2380246094101471,0.6,0.3,0.1
0.6789556851521101,0.18433969048037058,0.06780707051843178,0.6,0.3,0.1
0.8192223485458544,0.25972793116418696,0.10926297626748077,0.6,0.3,0.1
0.7017726777925987,0.2865995505931967,0.0786732086930622,0.6,0.3,0.1
0.5721315416838624,0.29052834895708063,0.11408246672154926,0.6,0.3,0.1
0.5414958882877418,0.13579882169766375,0.09158927679456574,0.6,0.3,0.1
0.40368641387099347,0.1225546633350475,0.11594733698455514,0.6,0.3,0.1
0.3681194999497763,0.05186821069490218,0.1783831795502145,0.6,0.1,0.3
0.19254177137797093,0.2321886777309083,0.5578041198164105,0.1,0.3,0.6
0.21444874810349157,0.40205130393616756,0.5748318825687921,0.1,0.3,0.6
0.07278896017634645,0.2007788935016146,0.5552011575960404,0.1,0.3,0.6
0.13262314372796805,0.29625488366412134,0.30434143300888716,0.1,0.3,0.6
0.05349795581886846,0.3678676104471028,0.46831335475046787,0.1,0.3,0.6
0.06010067229088655,0.40556438875734946,0.6146000871509976,0.1,0.3,0.6
0.08350014366747387,0.39739961107363186,0.5523464380847934,0.1,0.3,0.6
0.08611423688051521,0.261777335946259,0.4795561616798411,0.1,0.3,0.6
0.0881689690351333,0.30261305403377564,0.5066774727380138,0.1,0.3,0.6
0.10187703736005249,0.38331219519920495,0.5918717174975506,0.1,0.3,0.6
0.16141958941120957,0.4068663632190851,0.7335315819108941,0.1,0.3,0.6
0.09509297931751032,0.3411489281478405,0.7297984791289204,0.1,0.3,0.6
0.13524863626702552,0.3954405889947309,0.70187735575032,0.1,0.3,0.6
0.07395421875488233,0.6287563643544237,0.6139973161927517,0.1,0.6,0.3
0.052618593920653205,0.5273344914367462,0.7870724743738959,0.1,0.3,0.6
0.05049841788076648,0.4902719814243288,0.7078089332576277,0.1,0.3,0.6
0.09593204138572635,0.5329776371001436,0.628824324161661,0.1,0.3,0.6
0.1182210682179617,0.41972181185126906,0.7402811852235551,0.1,0.3,0.6
0.14218868756414163,0.32262826927369886,0.6344935092024548,0.1,0.3,0.6
0.17045879941142622,0.27944005769955016,0.5887193908834288,0.1,0.3,0.6
0.1252270039431685,0.2156154449935053,0.6481780392075462,0.1,0.3,0.6
0.18821411881065264,0.29188946752989603,0.5516361028285272,0.1,0.3,0.6
0.2490120338961178,0.3958694730874502,0.5228463874222751,0.1,0.3,0.6
0.14733209136907607,0.3654137428244406,0.4978012995135507,0.1,0.3,0.6
0.3229748468633878,0.30479515057560613,0.49999039344452495,0.3,0.1,0.6
0.3358548849392679,0.3228767592868567,0.5398033873653235,0.3,0.1,0.6
0.2979914288473335,0.36075094089346194,0.5601028343724176,0.1,0.3,0.6
0.2520906166043782,0.4566166916366987,0.4563840082203701,0.1,0.6,0.3
0.2717961875622906,0.5172448024969574,0.6318617312593788,0.1,0.3,0.6
0.2578856685763289,0.5331519243264379,0.4820692432204812,0.1,0.6,0.3
0.23067945007229906,0.35033615780824706,0.49730154345036315,0.1,0.3,0.6
0.29739673532061955,0.43381109106594873,0.6112346137998506,0.1,0.3,0.6
0.30588167119157145,0.3170982174221115,0.48399135106475144,0.1,0.3,0.6
0.3056368011693628,0.2409445413257108,0.585024247147417,0.3,0.1,0.6
0.300398393141832,0.13528825901974817,0.6053651175101795,0.3,0.1,0.6
0.3752585181820606,0.19975022692717329,0.7154713775912341,0.3,0.1,0.6
0.3548862854103772,0.3186366559476714,0.7647990762551325,0.3,0.1,0.6
0.4046246844298087,0.27120923724657553,0.7470092176436165,0.3,0.1,0.6
0.43710789924877463,0.2528372003245223,0.700619338921812,0.3,0.1,0.6
0.37514126284754384,0.08169658549794441,0.4633037580159003,0.3,0.1,0.6
0.28794201521593804,0.1796360206438742,0.41009196903430756,0.3,0.1,0.6
0.2714754961065476,0.24973941630155758,0.34348169566963516,0.3,0.1,0.6
0.30093778020266937,0.178567871731513,0.23190337281890597,0.6,0.1,0.3
0.32148890034954686,0.4352814759228108,0.05114789421832486,0.3,0.6,0.1
0.40495554013467194,0.422862248059718,0.15560233003518298,0.3,0.6,0.1
0.3554371794260818,0.41516356804879034,0.18493933572870586,0.3,0.6,0.1
0.3476938274480753,0.6797218021828044,0.18899997841883787,0.3,0.6,0.1
0.291557305140165,0.6154250668304149,0.07760757150198856,0.3,0.6,0.1
0.35713466116525655,0.6490847750049179,0.1693529692316002,0.3,0.6,0.1
0.33870096652336334,0.44748871484624503,0.1203121197540091,0.3,0.6,0.1
0.2436573307994188,0.5006734545392361,0.0501437790953788,0.3,0.6,0.1
0.2401885529213243,0.5398943282548093,0.0883333328498658,0.3,0.6,0.1
0.25583485812057516,0.5780619262665629,0.06587141427105755,0.3,0.6,0.1
0.15483382921910563,0.7170065527468816,0.10458953376742659,0.3,0.6,0.1
0.20547035317993195,0.7999179977156676,0.07202908896094178,0.3,0.6,0.1
0.18291812531487664,0.6985837640515479,0.16443567708928628,0.3,0.6,0.1
0.1784259979467827,0.6038415387545603,0.21508704558471486,0.1,0.6,0.3
0.16544513286242585,0.7319147744772252,0.22665360327731246,0.1,0.6,0.3
0.18096246936239482,0.5601117709944222,0.2112753004166862,0.1,0.6,0.3
0.341835487169695,0.710214933394868,0.22604556257852906,0.3,0.6,0.1
0.15729193398026375,0.6171440767469524,0.292301420397148,0.1,0.6,0.3
0.10221837680153385,0.775090127741702,0.22792757146587173,0.1,0.6,0.3
0.24198474870415226,0.7611953341111715,0.17204251946151447,0.3,0.6,0.1
0.24320467451960548,0.6371704527699501,0.051827470174531334,0.3,0.6,0.1
0.17947538911327976,0.5305034995752922,0.1423172615393734,0.3,0.6,0.1
0.22170117181817986,0.6284273951651832,0.16186855197490788,0.3,0.6,0.1
0.2774107362118967,0.4968460669998793,0.05926377084218785,0.3,0.6,0.1
0.3077853081782641,0.5305656434806467,0.0549082542452242,0.3,0.6,0.1
0.3636757305952466,0.49250228574729477,0.12694293708150547,0.3,0.6,0.1
0.30759405722875266,0.5403105687311909,0.06648099454103731,0.3,0.6,0.1
0.22624785230366665,0.6558476485545792,0.0687151984465825,0.3,0.6,0.1
0.2700459561565298,0.617760473518257,0.06149790927364109,0.3,0.6,0.1
0.24698870692976702,0.6314657651330096,0.05794330663856236,0.3,0.6,0.1
0.1806795596327009,0.6377333055597476,0.10209864723816078,0.3,0.6,0.1
0.21108951590116,0.6880862553716874,0.11769055482733835,0.3,0.6,0.1
0.22478294522631415,0.6060353693628487,0.08114192202092127,0.3,0.6,0.1
0.19543967617725705,0.6154329187125478,0.2227742108780555,0.1,0.6,0.3
0.3863283221596661,0.5901615669989952,0.350193241605925,0.3,0.6,0.1
0.3782587534459638,0.4889448845058408,0.42944960136531396,0.1,0.6,0.3
0.2497450455419302,0.4949376031553401,0.3665859953813375,0.1,0.6,0.3
0.3258621077110914,0.3057972219152099,0.5237459864870183,0.3,0.1,0.6
0.4312099251065073,0.3311030010968299,0.6861116268933768,0.3,0.1,0.6
0.3107729613453505,0.27280203580836254,0.5724834108403761,0.3,0.1,0.6
0.1029489421199752,0.2661256938662017,0.4962512238951918,0.1,0.3,0.6
0.1325513656584543,0.2996434194461732,0.49458410775062844,0.1,0.3,0.6
0.13550662149137202,0.14444224991636648,0.6197220578985296,0.1,0.3,0.6
0.3654012364583461,0.06928410244737751,0.6414961528407335,0.3,0.1,0.6
0.25332200890991735,0.13608002937223726,0.723972264123372,0.3,0.1,0.6
0.17525620282767507,0.15637113803338445,0.6132343678009841,0.3,0.1,0.6
0.17793149560802413,0.0754094856569453,0.4698390776246702,0.3,0.1,0.6
0.32098710739712083,0.05616588578618357,0.4521472635604948,0.3,0.1,0.6
0.34729624400660314,0.14580530786674792,0.5288773761409599,0.3,0.1,0.6
0.33406059681291617,0.14176100964546723,0.5677598147925513,0.3,0.1,0.6
0.34143814478870965,0.06171748503389671,0.532159321282101,0.3,0.1,0.6
0.4281059845432717,0.135315114511849,0.6391459476663404,0.3,0.1,0.6
0.3730783294407997,0.10916056767991021,0.6889243122455578,0.3,0.1,0.6
0.3163903068511643,0.0565963370702909,0.6766885843957416,0.3,0.1,0.6
0.25007066906454006,0.21162248840612208,0.6710840803049053,0.3,0.1,0.6
