Bandit_1,Bandit_2,Bandit_3,Bandit_1_scaled,Bandit_2_scaled,Bandit_3_scaled
0.1,0.6,0.3,0.1,0.6,0.3
0.1435385502781922,0.5809300310881392,0.24542773740217536,0.1,0.6,0.3
0.10162363049529241,0.5038314282205427,0.33305683561557387,0.1,0.6,0.3
0.0902094992606847,0.607765684009464,0.39675982611200666,0.1,0.6,0.3
0.18891878913130242,0.5718225581254169,0.29217214689630516,0.1,0.6,0.3
0.1825719932677035,0.6610813037104388,0.18190428979643217,0.3,0.6,0.1
0.0821525362614274,0.6152143891765557,0.20376237893540364,0.1,0.6,0.3
0.12259177370371843,0.5423540806379509,0.2111531969850691,0.1,0.6,0.3
0.18354172212312192,0.41009070381664275,0.2942914489288381,0.1,0.6,0.3
0.17087294196424963,0.5330239222252611,0.33565423972092157,0.1,0.6,0.3
0.30871783635488764,0.4807708969980866,0.36677266060309777,0.1,0.6,0.3
0.3506114197031374,0.5409306649914034,0.4342252954036174,0.1,0.6,0.3
0.2136178530130534,0.4681345209312683,0.429187754307536,0.1,0.6,0.3
0.1517893843123561,0.4781249910305365,0.3687494009180609,0.1,0.6,0.3
0.12003770496188536,0.4281644957698451,0.2497591362814864,0.1,0.6,0.3
0.11301378727100116,0.3793933709396389,0.26487536319509736,0.1,0.6,0.3
0.1696091265584226,0.44073374678488264,0.14023590445923748,0.3,0.6,0.1
0.1460872803555029,0.5176711984140179,0.3751050626131135,0.1,0.6,0.3
0.17037166988026856,0.358842343004627,0.46596832980713254,0.1,0.3,0.6
0.2518526583134713,0.41868132609496506,0.3006363493828696,0.1,0.6,0.3
0.18176459946795892,0.44021093167407216,0.26334442892672133,0.1,0.6,0.3
0.0884874322829591,0.5158562404276466,0.22772497650853965,0.1,0.6,0.3
0.19914952533927757,0.6493602334156131,0.11989396092546059,0.3,0.6,0.1
0.25382304223499985,0.6986732488923865,0.19777337065138792,0.3,0.6,0.1
0.21376018411924605,0.7799423337154903,0.44446714092479,0.1,0.6,0.3
0.12208581487489895,0.8218831690375633,0.28144934444384667,0.1,0.6,0.3
0.15935695786045664,0.6987243231906785,0.2634576825023883,0.1,0.6,0.3
0.18418786882974933,0.6905615621127682,0.306522029074735,0.1,0.6,0.3
0.08071431887106448,0.7397525745499253,0.31300176289127446,0.1,0.6,0.3
0.05900832584979097,0.7231048247656533,0.329242592515672,0.1,0.6,0.3
0.09863907169071846,0.8172248023737353,0.27765870971378886,0.1,0.6,0.3
0.1788491622799315,0.7514642106501674,0.3838781143866951,0.1,0.6,0.3
0.10842694226032178,0.643885792588816,0.2921613079666487,0.1,0.6,0.3
0.09931704307560532,0.7393030679535856,0.43057622649142074,0.1,0.6,0.3
0.19721188058491967,0.7673047665650167,0.3579548146749113,0.1,0.6,0.3
0.14270426780099857,0.6972305092087189,0.38123505301539906,0.1,0.6,0.3
0.08463645804448884,0.5485134585492024,0.3120504174317995,0.1,0.6,0.3
0.1536373046093379,0.5727209059334758,0.34769592908739766,0.1,0.6,0.3
0.06743721191909387,0.5333684450423121,0.33742706151627244,0.1,0.6,0.3
0.1318436002310318,0.6053822577378005,0.23735583272434008,0.1,0.6,0.3
0.11513717892500296,0.4903477374967284,0.35034155445403337,0.1,0.6,0.3
0.1151789190916087,0.42986876602265717,0.4033585005956678,0.1,0.6,0.3
0.20632390907008108,0.4735917216111693,0.4654806374584314,0.1,0.6,0.3
0.3759029329394661,0.3566270293417096,0.2788084358050542,0.6,0.3,0.1
0.6487161750947686,0.39313149617890353,0.25104853727335,0.6,0.3,0.1
0.7333075920181388,0.3645772585602452,0.1550479681211268,0.6,0.3,0.1
0.5340978581471566,0.23531572854446858,0.13848219479150564,0.6,0.3,0.1
0.5623319288182388,0.2532603541556965,0.06838472491164614,0.6,0.3,0.1
0.5250155558119737,0.2659425564936292,0.08430178898418232,0.6,0.3,0.1
0.5459059745852535,0.29828640745862806,0.09922047647170533,0.6,0.3,0.1
0.5964922800175364,0.34587102127627084,0.058429450542830746,0.6,0.3,0.1
0.6727352818364333,0.2647972807885741,0.10925013671049918,0.6,0.3,0.1
0.6360999963195825,0.46011667741868634,0.09844142206923477,0.6,0.3,0.1
0.5447809245969829,0.2994258669667755,0.12273582981727167,0.6,0.3,0.1
0.44649015427028477,0.43606424403752647,0.17692518005322425,0.6,0.3,0.1
0.6079933577915754,0.4463894553416743,0.21953771505343342,0.6,0.3,0.1
0.5205293770414017,0.4153809561825461,0.2606679039633865,0.6,0.3,0.1
0.5730179341561975,0.32376542092982996,0.1296507593437689,0.6,0.3,0.1
0.46071402902240094,0.33199956298077576,0.09739813532206947,0.6,0.3,0.1
0.5410577069280688,0.2767676295020214,0.07886705631716745,0.6,0.3,0.1
0.5908696829900829,0.27814825461859666,0.0971627097542747,0.6,0.3,0.1
0.5832269119451632,0.15986762681960257,0.053878491899120196,0.6,0.3,0.1
0.5232022426385207,0.09636445660995474,0.1502624322957143,0.6,0.1,0.3
0.6311702184914835,0.15559045172909455,0.15320447309307214,0.6,0.3,0.1
0.6461178104960855,0.1754157853489836,0.22114856147671286,0.6,0.1,0.3
0.6592615593947088,0.3170331475287696,0.26270217562348436,0.6,0.3,0.1
0.625514545716693,0.4228919721619305,0.17181279845809588,0.6,0.3,0.1
0.7015835730337361,0.3556421195205413,0.0781939470888651,0.6,0.3,0.1
0.6082452605234595,0.3080828396398104,0.18322877431257215,0.6,0.3,0.1
0.6681746959175533,0.23051180845199493,0.056249695406753765,0.6,0.3,0.1
0.6202769057574,0.3056148417373309,0.13491739559810056,0.6,0.3,0.1
0.6793451242484809,0.3041525257194612,0.22264069199057251,0.6,0.3,0.1
0.6380201242881097,0.32114400199890375,0.09282895923042409,0.6,0.3,0.1
0.6716889524193194,0.25012617574288865,0.149782694397742,0.6,0.3,0.1
0.7434653244785758,0.29071454167682037,0.12518163321429313,0.6,0.3,0.1
0.7145786613352461,0.27544503951076726,0.062132635763208606,0.6,0.3,0.1
0.6690681019569185,0.2618901148808845,0.09914360203758,0.6,0.3,0.1
0.5594225084306604,0.2639085929997481,0.07147296952801849,0.6,0.3,0.1
0.7329285739969876,0.2069718369044065,0.14441052341901991,0.6,0.3,0.1
0.7157142888912422,0.33113001680105003,0.21108155691519565,0.6,0.3,0.1
0.7370875052473109,0.35675285187730815,0.16210279072280506,0.6,0.3,0.1
0.7854173274488399,0.26394691402922227,0.17184455781752486,0.6,0.3,0.1
0.5076242259562366,0.24738392162777623,0.4257933447476474,0.6,0.1,0.3
0.25127689535841313,0.2800552102268953,0.5408647410232239,0.1,0.3,0.6
0.21305534634199966,0.2016145113181807,0.5499777426651209,0.3,0.1,0.6
0.07301637145003882,0.05258687400348194,0.5622563360839061,0.3,0.1,0.6
0.15778434184318532,0.14675413463952464,0.6462283819040826,0.3,0.1,0.6
0.28507367406963463,0.21738324014045454,0.5441511148803497,0.3,0.1,0.6
0.23402719954944082,0.17039224472334918,0.4618987182665498,0.3,0.1,0.6
0.1255847326260161,0.24373977587634715,0.4469921110177507,0.1,0.3,0.6
0.16319911908600512,0.33648173522868463,0.619908545320829,0.1,0.3,0.6
0.0829286176083228,0.3576925255186363,0.7704910405841473,0.1,0.3,0.6
0.07778877803605143,0.3971537110627209,0.6589622013187115,0.1,0.3,0.6
0.1232000901009108,0.4203745618807428,0.544306365633259,0.1,0.3,0.6
0.16611584642333224,0.6177569265652644,0.5304359315663134,0.1,0.6,0.3
0.14492000541770725,0.49669007593193415,0.5524534108487089,0.1,0.3,0.6
0.07248661958488418,0.43553728047362233,0.5894837013693147,0.1,0.3,0.6
0.11644747732306376,0.47323898717312146,0.4984610168768028,0.1,0.3,0.6
0.12039498486103443,0.4267894491228089,0.44208279508890075,0.1,0.3,0.6
0.07607946982961931,0.34477413726988865,0.5626390126421373,0.1,0.3,0.6
0.11917684152899558,0.41075214782850666,0.5908976106466108,0.1,0.3,0.6
0.05604382534881263,0.41139750471045106,0.5331440943247194,0.1,0.3,0.6
0.08225235489741177,0.2748053493271159,0.5354294245573934,0.1,0.3,0.6
0.18886652744558224,0.328021495869368,0.6933131638717258,0.1,0.3,0.6
0.2476651797892691,0.4198286344533386,0.605023822963865,0.1,0.3,0.6
0.27169494147698076,0.3022014447877344,0.6564056414101757,0.1,0.3,0.6
0.18607422766884188,0.31283554719149886,0.5836830635207422,0.1,0.3,0.6
0.2560080236906742,0.3102790519138242,0.621349629518521,0.1,0.3,0.6
0.1531327022362432,0.3456720115263242,0.5807007237865427,0.1,0.3,0.6
0.1454373674924015,0.3247424689236882,0.7758193174506078,0.1,0.3,0.6
0.1862177844179271,0.2856356213375422,0.579309393979314,0.1,0.3,0.6
0.13389332114650565,0.2158952704065007,0.6120754646833798,0.1,0.3,0.6
0.20161868882713335,0.184122626346127,0.5438524190349951,0.3,0.1,0.6
0.10113833017973693,0.15065121595129802,0.6183909672267194,0.1,0.3,0.6
0.1108769407031912,0.23126442768764302,0.5195116837389953,0.1,0.3,0.6
0.17438119708222055,0.17413353147458507,0.409261249207238,0.3,0.1,0.6
0.20362754409271142,0.3161778679372097,0.48411371002663794,0.1,0.3,0.6
0.11205231623431385,0.3537064266156122,0.464224133159755,0.1,0.3,0.6
0.1587369273490346,0.3309756630816003,0.48447917111644323,0.1,0.3,0.6
0.20404594140464827,0.2462307787271378,0.5911570060341189,0.1,0.3,0.6
0.13966250201782515,0.3628343093661423,0.6650945811485005,0.1,0.3,0.6
0.16305368275499454,0.29560157243365665,0.7572803835677935,0.1,0.3,0.6
0.2757803849423195,0.23685509798230864,0.5158711655724004,0.3,0.1,0.6
0.39019347660562853,0.08013456220501841,0.3695246456564057,0.6,0.1,0.3
0.47108859833710837,0.12069405216724075,0.27437981020885926,0.6,0.1,0.3
0.4811952305390023,0.1674682641467317,0.3919147926321854,0.6,0.1,0.3
0.5407089441079761,0.11628966283558714,0.4476897046154173,0.6,0.1,0.3
0.49190525111571903,0.07767207626226012,0.4251400411560678,0.6,0.1,0.3
0.5867512965034729,0.1091647914235602,0.2360392549323227,0.6,0.1,0.3
0.6579142800798943,0.19410265938287188,0.3358655411293024,0.6,0.1,0.3
0.5613766652328598,0.10234701070629221,0.4782354263510253,0.6,0.1,0.3
0.6361205745227944,0.11083772225577743,0.36494911363048116,0.6,0.1,0.3
0.5556187166900642,0.08313002242202294,0.2789316172738184,0.6,0.1,0.3
